img_number,spike position,spike time
26867,(12 12)to(14 14),-
26868,(12 12)to(14 14),5
26869,(12 12)to(14 14),-
26870,(12 12)to(14 14),-
26871,(12 12)to(14 14),-
26872,(12 12)to(14 14),-
26873,(12 12)to(14 14),-
26874,(12 12)to(14 14),-
26875,(12 12)to(14 14),-
26876,(12 12)to(14 14),5
26877,(12 12)to(14 14),-
26878,(12 12)to(14 14),-
26879,(12 12)to(14 14),-
26880,(12 12)to(14 14),-
26881,(12 12)to(14 14),5
26882,(12 12)to(14 14),-
26883,(12 12)to(14 14),-
26884,(12 12)to(14 14),-
26885,(12 12)to(14 14),-
26886,(12 12)to(14 14),-
26887,(12 12)to(14 14),-
26888,(12 12)to(14 14),-
26889,(12 12)to(14 14),-
26890,(12 12)to(14 14),-
26891,(12 12)to(14 14),-
26892,(12 12)to(14 14),-
26893,(12 12)to(14 14),-
26894,(12 12)to(14 14),-
26895,(12 12)to(14 14),-
26896,(12 12)to(14 14),-
26897,(12 12)to(14 14),-
26898,(12 12)to(14 14),-
26899,(12 12)to(14 14),-
26900,(12 12)to(14 14),-
26901,(12 12)to(14 14),-
26902,(12 12)to(14 14),-
26903,(12 12)to(14 14),-
26904,(12 12)to(14 14),-
26905,(12 12)to(14 14),-
26906,(12 12)to(14 14),-
26907,(12 12)to(14 14),6
26908,(12 12)to(14 14),-
26909,(12 12)to(14 14),-
26910,(12 12)to(14 14),-
26911,(12 12)to(14 14),6
26912,(12 12)to(14 14),-
26913,(12 12)to(14 14),-
26914,(12 12)to(14 14),-
26915,(12 12)to(14 14),-
26916,(12 12)to(14 14),-
26917,(12 12)to(14 14),-
26918,(12 12)to(14 14),-
26919,(12 12)to(14 14),-
26920,(12 12)to(14 14),-
26921,(12 12)to(14 14),-
26922,(12 12)to(14 14),4
26923,(12 12)to(14 14),-
26924,(12 12)to(14 14),-
26925,(12 12)to(14 14),-
26926,(12 12)to(14 14),-
26927,(12 12)to(14 14),-
26928,(12 12)to(14 14),-
26929,(12 12)to(14 14),-
26930,(12 12)to(14 14),-
26931,(12 12)to(14 14),-
26932,(12 12)to(14 14),-
26933,(12 12)to(14 14),-
26934,(12 12)to(14 14),-
26935,(12 12)to(14 14),-
26936,(12 12)to(14 14),-
26937,(12 12)to(14 14),-
26938,(12 12)to(14 14),-
26939,(12 12)to(14 14),-
26940,(12 12)to(14 14),-
26941,(12 12)to(14 14),6
26942,(12 12)to(14 14),-
26943,(12 12)to(14 14),-
26944,(12 12)to(14 14),-
26945,(12 12)to(14 14),-
26946,(12 12)to(14 14),-
26947,(12 12)to(14 14),-
26948,(12 12)to(14 14),-
26949,(12 12)to(14 14),-
26950,(12 12)to(14 14),-
26951,(12 12)to(14 14),-
26952,(12 12)to(14 14),5
26953,(12 12)to(14 14),-
26954,(12 12)to(14 14),4
26955,(12 12)to(14 14),-
26956,(12 12)to(14 14),6
26957,(12 12)to(14 14),-
26958,(12 12)to(14 14),-
26959,(12 12)to(14 14),-
26960,(12 12)to(14 14),-
26961,(12 12)to(14 14),-
26962,(12 12)to(14 14),-
26963,(12 12)to(14 14),-
26964,(12 12)to(14 14),-
26965,(12 12)to(14 14),-
26966,(12 12)to(14 14),-
26967,(12 12)to(14 14),-
26968,(12 12)to(14 14),-
26969,(12 12)to(14 14),-
26970,(12 12)to(14 14),5
26971,(12 12)to(14 14),-
26972,(12 12)to(14 14),-
26973,(12 12)to(14 14),-
26974,(12 12)to(14 14),-
26975,(12 12)to(14 14),-
26976,(12 12)to(14 14),-
26977,(12 12)to(14 14),-
26978,(12 12)to(14 14),-
26979,(12 12)to(14 14),-
26980,(12 12)to(14 14),-
26981,(12 12)to(14 14),-
26982,(12 12)to(14 14),-
26983,(12 12)to(14 14),-
26984,(12 12)to(14 14),-
26985,(12 12)to(14 14),-
26986,(12 12)to(14 14),-
26987,(12 12)to(14 14),-
26988,(12 12)to(14 14),-
26989,(12 12)to(14 14),-
26990,(12 12)to(14 14),-
26991,(12 12)to(14 14),-
26992,(12 12)to(14 14),-
26993,(12 12)to(14 14),-
26994,(12 12)to(14 14),-
26995,(12 12)to(14 14),-
26996,(12 12)to(14 14),-
26997,(12 12)to(14 14),-
26998,(12 12)to(14 14),-
26999,(12 12)to(14 14),-
27000,(12 12)to(14 14),-
27001,(12 12)to(14 14),-
27002,(12 12)to(14 14),-
27003,(12 12)to(14 14),-
27004,(12 12)to(14 14),-
27005,(12 12)to(14 14),-
27006,(12 12)to(14 14),-
27007,(12 12)to(14 14),-
27008,(12 12)to(14 14),-
27009,(12 12)to(14 14),-
27010,(12 12)to(14 14),-
27011,(12 12)to(14 14),-
27012,(12 12)to(14 14),-
27013,(12 12)to(14 14),-
27014,(12 12)to(14 14),-
27015,(12 12)to(14 14),4
27016,(12 12)to(14 14),-
27017,(12 12)to(14 14),-
27018,(12 12)to(14 14),-
27019,(12 12)to(14 14),5
27020,(12 12)to(14 14),-
27021,(12 12)to(14 14),-
27022,(12 12)to(14 14),6
27023,(12 12)to(14 14),-
27024,(12 12)to(14 14),-
27025,(12 12)to(14 14),-
27026,(12 12)to(14 14),-
27027,(12 12)to(14 14),-
27028,(12 12)to(14 14),-
27029,(12 12)to(14 14),-
27030,(12 12)to(14 14),-
27031,(12 12)to(14 14),-
27032,(12 12)to(14 14),5
27033,(12 12)to(14 14),-
27034,(12 12)to(14 14),-
27035,(12 12)to(14 14),-
27036,(12 12)to(14 14),-
27037,(12 12)to(14 14),-
27038,(12 12)to(14 14),-
27039,(12 12)to(14 14),-
27040,(12 12)to(14 14),5
27041,(12 12)to(14 14),-
27042,(12 12)to(14 14),-
27043,(12 12)to(14 14),-
27044,(12 12)to(14 14),-
27045,(12 12)to(14 14),-
27046,(12 12)to(14 14),6
27047,(12 12)to(14 14),-
27048,(12 12)to(14 14),-
27049,(12 12)to(14 14),-
27050,(12 12)to(14 14),-
27051,(12 12)to(14 14),-
27052,(12 12)to(14 14),-
27053,(12 12)to(14 14),-
27054,(12 12)to(14 14),5
27055,(12 12)to(14 14),-
27056,(12 12)to(14 14),-
27057,(12 12)to(14 14),-
27058,(12 12)to(14 14),-
27059,(12 12)to(14 14),-
27060,(12 12)to(14 14),-
27061,(12 12)to(14 14),-
27062,(12 12)to(14 14),-
27063,(12 12)to(14 14),-
27064,(12 12)to(14 14),-
27065,(12 12)to(14 14),-
27066,(12 12)to(14 14),-
27067,(12 12)to(14 14),-
27068,(12 12)to(14 14),-
27069,(12 12)to(14 14),-
27070,(12 12)to(14 14),-
27071,(12 12)to(14 14),-
27072,(12 12)to(14 14),-
27073,(12 12)to(14 14),5
27074,(12 12)to(14 14),-
27075,(12 12)to(14 14),-
27076,(12 12)to(14 14),-
27077,(12 12)to(14 14),-
27078,(12 12)to(14 14),-
27079,(12 12)to(14 14),-
27080,(12 12)to(14 14),-
27081,(12 12)to(14 14),-
27082,(12 12)to(14 14),-
27083,(12 12)to(14 14),-
27084,(12 12)to(14 14),-
27085,(12 12)to(14 14),-
27086,(12 12)to(14 14),5
27087,(12 12)to(14 14),-
27088,(12 12)to(14 14),-
27089,(12 12)to(14 14),-
27090,(12 12)to(14 14),-
27091,(12 12)to(14 14),-
27092,(12 12)to(14 14),-
27093,(12 12)to(14 14),-
27094,(12 12)to(14 14),-
27095,(12 12)to(14 14),-
27096,(12 12)to(14 14),-
27097,(12 12)to(14 14),-
27098,(12 12)to(14 14),-
27099,(12 12)to(14 14),5
27100,(12 12)to(14 14),-
27101,(12 12)to(14 14),-
27102,(12 12)to(14 14),-
27103,(12 12)to(14 14),5
27104,(12 12)to(14 14),-
27105,(12 12)to(14 14),-
27106,(12 12)to(14 14),-
27107,(12 12)to(14 14),4
27108,(12 12)to(14 14),-
27109,(12 12)to(14 14),-
27110,(12 12)to(14 14),-
27111,(12 12)to(14 14),-
27112,(12 12)to(14 14),-
27113,(12 12)to(14 14),-
27114,(12 12)to(14 14),5
27115,(12 12)to(14 14),-
27116,(12 12)to(14 14),-
27117,(12 12)to(14 14),-
27118,(12 12)to(14 14),-
27119,(12 12)to(14 14),-
27120,(12 12)to(14 14),-
27121,(12 12)to(14 14),-
27122,(12 12)to(14 14),-
27123,(12 12)to(14 14),-
27124,(12 12)to(14 14),-
27125,(12 12)to(14 14),-
27126,(12 12)to(14 14),-
27127,(12 12)to(14 14),-
27128,(12 12)to(14 14),-
27129,(12 12)to(14 14),-
27130,(12 12)to(14 14),-
27131,(12 12)to(14 14),-
27132,(12 12)to(14 14),-
27133,(12 12)to(14 14),-
27134,(12 12)to(14 14),-
27135,(12 12)to(14 14),-
27136,(12 12)to(14 14),-
27137,(12 12)to(14 14),4
27138,(12 12)to(14 14),-
27139,(12 12)to(14 14),5
27140,(12 12)to(14 14),-
27141,(12 12)to(14 14),-
27142,(12 12)to(14 14),5
27143,(12 12)to(14 14),-
27144,(12 12)to(14 14),-
27145,(12 12)to(14 14),-
27146,(12 12)to(14 14),-
27147,(12 12)to(14 14),-
27148,(12 12)to(14 14),-
27149,(12 12)to(14 14),-
27150,(12 12)to(14 14),-
27151,(12 12)to(14 14),-
27152,(12 12)to(14 14),-
27153,(12 12)to(14 14),5
27154,(12 12)to(14 14),-
27155,(12 12)to(14 14),-
27156,(12 12)to(14 14),6
27157,(12 12)to(14 14),-
27158,(12 12)to(14 14),-
27159,(12 12)to(14 14),6
27160,(12 12)to(14 14),-
27161,(12 12)to(14 14),-
27162,(12 12)to(14 14),-
27163,(12 12)to(14 14),-
27164,(12 12)to(14 14),-
27165,(12 12)to(14 14),-
27166,(12 12)to(14 14),-
27167,(12 12)to(14 14),-
27168,(12 12)to(14 14),-
27169,(12 12)to(14 14),-
27170,(12 12)to(14 14),-
27171,(12 12)to(14 14),-
27172,(12 12)to(14 14),-
27173,(12 12)to(14 14),-
27174,(12 12)to(14 14),-
27175,(12 12)to(14 14),-
27176,(12 12)to(14 14),-
27177,(12 12)to(14 14),-
27178,(12 12)to(14 14),-
27179,(12 12)to(14 14),-
27180,(12 12)to(14 14),-
27181,(12 12)to(14 14),-
27182,(12 12)to(14 14),-
27183,(12 12)to(14 14),-
27184,(12 12)to(14 14),-
27185,(12 12)to(14 14),-
27186,(12 12)to(14 14),-
27187,(12 12)to(14 14),-
27188,(12 12)to(14 14),6
27189,(12 12)to(14 14),-
27190,(12 12)to(14 14),-
27191,(12 12)to(14 14),-
27192,(12 12)to(14 14),-
27193,(12 12)to(14 14),-
27194,(12 12)to(14 14),-
27195,(12 12)to(14 14),-
27196,(12 12)to(14 14),-
27197,(12 12)to(14 14),-
27198,(12 12)to(14 14),-
27199,(12 12)to(14 14),-
27200,(12 12)to(14 14),-
27201,(12 12)to(14 14),-
27202,(12 12)to(14 14),-
27203,(12 12)to(14 14),3
27204,(12 12)to(14 14),-
27205,(12 12)to(14 14),-
27206,(12 12)to(14 14),-
27207,(12 12)to(14 14),-
27208,(12 12)to(14 14),5
27209,(12 12)to(14 14),-
27210,(12 12)to(14 14),-
27211,(12 12)to(14 14),-
27212,(12 12)to(14 14),5
27213,(12 12)to(14 14),-
27214,(12 12)to(14 14),-
27215,(12 12)to(14 14),-
27216,(12 12)to(14 14),-
27217,(12 12)to(14 14),-
27218,(12 12)to(14 14),-
27219,(12 12)to(14 14),-
27220,(12 12)to(14 14),-
27221,(12 12)to(14 14),-
27222,(12 12)to(14 14),-
27223,(12 12)to(14 14),-
27224,(12 12)to(14 14),-
27225,(12 12)to(14 14),-
27226,(12 12)to(14 14),-
27227,(12 12)to(14 14),-
27228,(12 12)to(14 14),-
27229,(12 12)to(14 14),-
27230,(12 12)to(14 14),-
27231,(12 12)to(14 14),-
27232,(12 12)to(14 14),-
27233,(12 12)to(14 14),-
27234,(12 12)to(14 14),-
27235,(12 12)to(14 14),-
27236,(12 12)to(14 14),-
27237,(12 12)to(14 14),-
27238,(12 12)to(14 14),-
27239,(12 12)to(14 14),-
27240,(12 12)to(14 14),-
27241,(12 12)to(14 14),-
27242,(12 12)to(14 14),-
27243,(12 12)to(14 14),-
27244,(12 12)to(14 14),-
27245,(12 12)to(14 14),-
27246,(12 12)to(14 14),-
27247,(12 12)to(14 14),-
27248,(12 12)to(14 14),-
27249,(12 12)to(14 14),-
27250,(12 12)to(14 14),5
27251,(12 12)to(14 14),-
27252,(12 12)to(14 14),-
27253,(12 12)to(14 14),-
27254,(12 12)to(14 14),-
27255,(12 12)to(14 14),-
27256,(12 12)to(14 14),-
27257,(12 12)to(14 14),-
27258,(12 12)to(14 14),-
27259,(12 12)to(14 14),5
27260,(12 12)to(14 14),-
27261,(12 12)to(14 14),-
27262,(12 12)to(14 14),-
27263,(12 12)to(14 14),-
27264,(12 12)to(14 14),-
27265,(12 12)to(14 14),-
27266,(12 12)to(14 14),5
27267,(12 12)to(14 14),-
27268,(12 12)to(14 14),-
27269,(12 12)to(14 14),4
27270,(12 12)to(14 14),-
27271,(12 12)to(14 14),-
27272,(12 12)to(14 14),-
27273,(12 12)to(14 14),-
27274,(12 12)to(14 14),-
27275,(12 12)to(14 14),-
27276,(12 12)to(14 14),-
27277,(12 12)to(14 14),-
27278,(12 12)to(14 14),5
27279,(12 12)to(14 14),-
27280,(12 12)to(14 14),6
27281,(12 12)to(14 14),-
27282,(12 12)to(14 14),-
27283,(12 12)to(14 14),-
27284,(12 12)to(14 14),-
27285,(12 12)to(14 14),-
27286,(12 12)to(14 14),5
27287,(12 12)to(14 14),5
27288,(12 12)to(14 14),-
27289,(12 12)to(14 14),-
27290,(12 12)to(14 14),-
27291,(12 12)to(14 14),-
27292,(12 12)to(14 14),-
27293,(12 12)to(14 14),-
27294,(12 12)to(14 14),-
27295,(12 12)to(14 14),6
27296,(12 12)to(14 14),-
27297,(12 12)to(14 14),5
27298,(12 12)to(14 14),-
27299,(12 12)to(14 14),-
27300,(12 12)to(14 14),6
27301,(12 12)to(14 14),-
27302,(12 12)to(14 14),-
27303,(12 12)to(14 14),-
27304,(12 12)to(14 14),-
27305,(12 12)to(14 14),-
27306,(12 12)to(14 14),-
27307,(12 12)to(14 14),-
27308,(12 12)to(14 14),-
27309,(12 12)to(14 14),-
27310,(12 12)to(14 14),-
27311,(12 12)to(14 14),-
27312,(12 12)to(14 14),-
27313,(12 12)to(14 14),-
27314,(12 12)to(14 14),-
27315,(12 12)to(14 14),-
27316,(12 12)to(14 14),5
27317,(12 12)to(14 14),-
27318,(12 12)to(14 14),4
27319,(12 12)to(14 14),-
27320,(12 12)to(14 14),-
27321,(12 12)to(14 14),-
27322,(12 12)to(14 14),-
27323,(12 12)to(14 14),-
27324,(12 12)to(14 14),-
27325,(12 12)to(14 14),-
27326,(12 12)to(14 14),-
27327,(12 12)to(14 14),6
27328,(12 12)to(14 14),5
27329,(12 12)to(14 14),5
27330,(12 12)to(14 14),-
27331,(12 12)to(14 14),-
27332,(12 12)to(14 14),-
27333,(12 12)to(14 14),-
27334,(12 12)to(14 14),-
27335,(12 12)to(14 14),-
27336,(12 12)to(14 14),-
27337,(12 12)to(14 14),-
27338,(12 12)to(14 14),-
27339,(12 12)to(14 14),-
27340,(12 12)to(14 14),-
27341,(12 12)to(14 14),5
27342,(12 12)to(14 14),-
27343,(12 12)to(14 14),-
27344,(12 12)to(14 14),-
27345,(12 12)to(14 14),6
27346,(12 12)to(14 14),-
27347,(12 12)to(14 14),-
27348,(12 12)to(14 14),4
27349,(12 12)to(14 14),6
27350,(12 12)to(14 14),-
27351,(12 12)to(14 14),-
27352,(12 12)to(14 14),-
27353,(12 12)to(14 14),-
27354,(12 12)to(14 14),-
27355,(12 12)to(14 14),6
27356,(12 12)to(14 14),-
27357,(12 12)to(14 14),-
27358,(12 12)to(14 14),-
27359,(12 12)to(14 14),-
27360,(12 12)to(14 14),-
27361,(12 12)to(14 14),-
27362,(12 12)to(14 14),-
27363,(12 12)to(14 14),-
27364,(12 12)to(14 14),-
27365,(12 12)to(14 14),5
27366,(12 12)to(14 14),-
27367,(12 12)to(14 14),-
27368,(12 12)to(14 14),-
27369,(12 12)to(14 14),-
27370,(12 12)to(14 14),-
27371,(12 12)to(14 14),-
27372,(12 12)to(14 14),-
27373,(12 12)to(14 14),-
27374,(12 12)to(14 14),-
27375,(12 12)to(14 14),-
27376,(12 12)to(14 14),-
27377,(12 12)to(14 14),-
27378,(12 12)to(14 14),-
27379,(12 12)to(14 14),4
27380,(12 12)to(14 14),-
27381,(12 12)to(14 14),-
27382,(12 12)to(14 14),-
27383,(12 12)to(14 14),-
27384,(12 12)to(14 14),-
27385,(12 12)to(14 14),-
27386,(12 12)to(14 14),-
27387,(12 12)to(14 14),-
27388,(12 12)to(14 14),5
27389,(12 12)to(14 14),-
27390,(12 12)to(14 14),5
27391,(12 12)to(14 14),-
27392,(12 12)to(14 14),-
27393,(12 12)to(14 14),-
27394,(12 12)to(14 14),6
27395,(12 12)to(14 14),-
27396,(12 12)to(14 14),-
27397,(12 12)to(14 14),-
27398,(12 12)to(14 14),-
27399,(12 12)to(14 14),-
27400,(12 12)to(14 14),-
27401,(12 12)to(14 14),-
27402,(12 12)to(14 14),-
27403,(12 12)to(14 14),-
27404,(12 12)to(14 14),-
27405,(12 12)to(14 14),-
27406,(12 12)to(14 14),-
27407,(12 12)to(14 14),-
27408,(12 12)to(14 14),-
27409,(12 12)to(14 14),-
27410,(12 12)to(14 14),-
27411,(12 12)to(14 14),-
27412,(12 12)to(14 14),-
27413,(12 12)to(14 14),-
27414,(12 12)to(14 14),-
27415,(12 12)to(14 14),-
27416,(12 12)to(14 14),-
27417,(12 12)to(14 14),-
27418,(12 12)to(14 14),-
27419,(12 12)to(14 14),-
27420,(12 12)to(14 14),6
27421,(12 12)to(14 14),-
27422,(12 12)to(14 14),-
27423,(12 12)to(14 14),-
27424,(12 12)to(14 14),-
27425,(12 12)to(14 14),-
27426,(12 12)to(14 14),-
27427,(12 12)to(14 14),5
27428,(12 12)to(14 14),-
27429,(12 12)to(14 14),4
27430,(12 12)to(14 14),-
27431,(12 12)to(14 14),4
27432,(12 12)to(14 14),-
27433,(12 12)to(14 14),-
27434,(12 12)to(14 14),-
27435,(12 12)to(14 14),-
27436,(12 12)to(14 14),-
27437,(12 12)to(14 14),-
27438,(12 12)to(14 14),-
27439,(12 12)to(14 14),-
27440,(12 12)to(14 14),-
27441,(12 12)to(14 14),-
27442,(12 12)to(14 14),-
27443,(12 12)to(14 14),-
27444,(12 12)to(14 14),-
27445,(12 12)to(14 14),-
27446,(12 12)to(14 14),5
27447,(12 12)to(14 14),-
27448,(12 12)to(14 14),-
27449,(12 12)to(14 14),4
27450,(12 12)to(14 14),-
27451,(12 12)to(14 14),-
27452,(12 12)to(14 14),-
27453,(12 12)to(14 14),-
27454,(12 12)to(14 14),6
27455,(12 12)to(14 14),-
27456,(12 12)to(14 14),6
27457,(12 12)to(14 14),-
27458,(12 12)to(14 14),-
27459,(12 12)to(14 14),-
27460,(12 12)to(14 14),-
27461,(12 12)to(14 14),-
27462,(12 12)to(14 14),-
27463,(12 12)to(14 14),-
27464,(12 12)to(14 14),-
27465,(12 12)to(14 14),5
27466,(12 12)to(14 14),-
27467,(12 12)to(14 14),-
27468,(12 12)to(14 14),5
27469,(12 12)to(14 14),5
27470,(12 12)to(14 14),-
27471,(12 12)to(14 14),-
27472,(12 12)to(14 14),-
27473,(12 12)to(14 14),-
27474,(12 12)to(14 14),-
27475,(12 12)to(14 14),-
27476,(12 12)to(14 14),-
27477,(12 12)to(14 14),-
27478,(12 12)to(14 14),-
27479,(12 12)to(14 14),5
27480,(12 12)to(14 14),5
27481,(12 12)to(14 14),-
27482,(12 12)to(14 14),-
27483,(12 12)to(14 14),-
27484,(12 12)to(14 14),-
27485,(12 12)to(14 14),-
27486,(12 12)to(14 14),-
27487,(12 12)to(14 14),-
27488,(12 12)to(14 14),-
27489,(12 12)to(14 14),-
27490,(12 12)to(14 14),-
27491,(12 12)to(14 14),-
27492,(12 12)to(14 14),-
27493,(12 12)to(14 14),-
27494,(12 12)to(14 14),-
27495,(12 12)to(14 14),5
27496,(12 12)to(14 14),-
27497,(12 12)to(14 14),-
27498,(12 12)to(14 14),-
27499,(12 12)to(14 14),-
27500,(12 12)to(14 14),-
27501,(12 12)to(14 14),-
27502,(12 12)to(14 14),-
27503,(12 12)to(14 14),-
27504,(12 12)to(14 14),6
27505,(12 12)to(14 14),-
27506,(12 12)to(14 14),6
27507,(12 12)to(14 14),-
27508,(12 12)to(14 14),-
27509,(12 12)to(14 14),-
27510,(12 12)to(14 14),-
27511,(12 12)to(14 14),-
27512,(12 12)to(14 14),-
27513,(12 12)to(14 14),-
27514,(12 12)to(14 14),5
27515,(12 12)to(14 14),-
27516,(12 12)to(14 14),-
27517,(12 12)to(14 14),-
27518,(12 12)to(14 14),6
27519,(12 12)to(14 14),-
27520,(12 12)to(14 14),-
27521,(12 12)to(14 14),-
27522,(12 12)to(14 14),-
27523,(12 12)to(14 14),-
27524,(12 12)to(14 14),5
27525,(12 12)to(14 14),-
27526,(12 12)to(14 14),-
27527,(12 12)to(14 14),-
27528,(12 12)to(14 14),-
27529,(12 12)to(14 14),-
27530,(12 12)to(14 14),-
27531,(12 12)to(14 14),-
27532,(12 12)to(14 14),-
27533,(12 12)to(14 14),-
27534,(12 12)to(14 14),-
27535,(12 12)to(14 14),-
27536,(12 12)to(14 14),-
27537,(12 12)to(14 14),5
27538,(12 12)to(14 14),-
27539,(12 12)to(14 14),-
27540,(12 12)to(14 14),-
27541,(12 12)to(14 14),-
27542,(12 12)to(14 14),-
27543,(12 12)to(14 14),-
27544,(12 12)to(14 14),-
27545,(12 12)to(14 14),-
27546,(12 12)to(14 14),-
27547,(12 12)to(14 14),-
27548,(12 12)to(14 14),-
27549,(12 12)to(14 14),-
27550,(12 12)to(14 14),-
27551,(12 12)to(14 14),-
27552,(12 12)to(14 14),-
27553,(12 12)to(14 14),-
27554,(12 12)to(14 14),-
27555,(12 12)to(14 14),-
27556,(12 12)to(14 14),-
27557,(12 12)to(14 14),-
27558,(12 12)to(14 14),-
27559,(12 12)to(14 14),-
27560,(12 12)to(14 14),5
27561,(12 12)to(14 14),-
27562,(12 12)to(14 14),-
27563,(12 12)to(14 14),-
27564,(12 12)to(14 14),-
27565,(12 12)to(14 14),-
27566,(12 12)to(14 14),5
27567,(12 12)to(14 14),-
27568,(12 12)to(14 14),-
27569,(12 12)to(14 14),-
27570,(12 12)to(14 14),-
27571,(12 12)to(14 14),-
27572,(12 12)to(14 14),-
27573,(12 12)to(14 14),-
27574,(12 12)to(14 14),4
27575,(12 12)to(14 14),-
27576,(12 12)to(14 14),-
27577,(12 12)to(14 14),-
27578,(12 12)to(14 14),5
27579,(12 12)to(14 14),-
27580,(12 12)to(14 14),-
27581,(12 12)to(14 14),-
27582,(12 12)to(14 14),5
27583,(12 12)to(14 14),-
27584,(12 12)to(14 14),-
27585,(12 12)to(14 14),-
27586,(12 12)to(14 14),-
27587,(12 12)to(14 14),-
27588,(12 12)to(14 14),-
27589,(12 12)to(14 14),-
27590,(12 12)to(14 14),5
27591,(12 12)to(14 14),-
27592,(12 12)to(14 14),-
27593,(12 12)to(14 14),-
27594,(12 12)to(14 14),-
27595,(12 12)to(14 14),-
27596,(12 12)to(14 14),-
27597,(12 12)to(14 14),-
27598,(12 12)to(14 14),-
27599,(12 12)to(14 14),-
27600,(12 12)to(14 14),-
27601,(12 12)to(14 14),-
27602,(12 12)to(14 14),-
27603,(12 12)to(14 14),-
27604,(12 12)to(14 14),4
27605,(12 12)to(14 14),-
27606,(12 12)to(14 14),-
27607,(12 12)to(14 14),5
27608,(12 12)to(14 14),-
27609,(12 12)to(14 14),-
27610,(12 12)to(14 14),-
27611,(12 12)to(14 14),-
27612,(12 12)to(14 14),-
27613,(12 12)to(14 14),-
27614,(12 12)to(14 14),-
27615,(12 12)to(14 14),-
27616,(12 12)to(14 14),-
27617,(12 12)to(14 14),-
27618,(12 12)to(14 14),-
27619,(12 12)to(14 14),-
27620,(12 12)to(14 14),-
27621,(12 12)to(14 14),-
27622,(12 12)to(14 14),-
27623,(12 12)to(14 14),-
27624,(12 12)to(14 14),-
27625,(12 12)to(14 14),-
27626,(12 12)to(14 14),-
27627,(12 12)to(14 14),-
27628,(12 12)to(14 14),5
27629,(12 12)to(14 14),4
27630,(12 12)to(14 14),-
27631,(12 12)to(14 14),-
27632,(12 12)to(14 14),-
27633,(12 12)to(14 14),-
27634,(12 12)to(14 14),-
27635,(12 12)to(14 14),-
27636,(12 12)to(14 14),-
27637,(12 12)to(14 14),6
27638,(12 12)to(14 14),-
27639,(12 12)to(14 14),-
27640,(12 12)to(14 14),-
27641,(12 12)to(14 14),-
27642,(12 12)to(14 14),-
27643,(12 12)to(14 14),-
27644,(12 12)to(14 14),-
27645,(12 12)to(14 14),-
27646,(12 12)to(14 14),-
27647,(12 12)to(14 14),-
27648,(12 12)to(14 14),-
27649,(12 12)to(14 14),-
27650,(12 12)to(14 14),-
27651,(12 12)to(14 14),-
27652,(12 12)to(14 14),-
27653,(12 12)to(14 14),-
27654,(12 12)to(14 14),-
27655,(12 12)to(14 14),5
27656,(12 12)to(14 14),6
27657,(12 12)to(14 14),-
27658,(12 12)to(14 14),-
27659,(12 12)to(14 14),-
27660,(12 12)to(14 14),5
27661,(12 12)to(14 14),-
27662,(12 12)to(14 14),5
27663,(12 12)to(14 14),-
27664,(12 12)to(14 14),5
27665,(12 12)to(14 14),-
27666,(12 12)to(14 14),-
27667,(12 12)to(14 14),-
27668,(12 12)to(14 14),-
27669,(12 12)to(14 14),-
27670,(12 12)to(14 14),-
27671,(12 12)to(14 14),-
27672,(12 12)to(14 14),5
27673,(12 12)to(14 14),-
27674,(12 12)to(14 14),-
27675,(12 12)to(14 14),-
27676,(12 12)to(14 14),-
27677,(12 12)to(14 14),-
27678,(12 12)to(14 14),-
27679,(12 12)to(14 14),-
27680,(12 12)to(14 14),-
27681,(12 12)to(14 14),-
27682,(12 12)to(14 14),-
27683,(12 12)to(14 14),-
27684,(12 12)to(14 14),-
27685,(12 12)to(14 14),-
27686,(12 12)to(14 14),-
27687,(12 12)to(14 14),-
27688,(12 12)to(14 14),-
27689,(12 12)to(14 14),-
27690,(12 12)to(14 14),-
27691,(12 12)to(14 14),-
27692,(12 12)to(14 14),-
27693,(12 12)to(14 14),-
27694,(12 12)to(14 14),-
27695,(12 12)to(14 14),-
27696,(12 12)to(14 14),-
27697,(12 12)to(14 14),-
27698,(12 12)to(14 14),-
27699,(12 12)to(14 14),-
27700,(12 12)to(14 14),-
27701,(12 12)to(14 14),-
27702,(12 12)to(14 14),-
27703,(12 12)to(14 14),-
27704,(12 12)to(14 14),-
27705,(12 12)to(14 14),-
27706,(12 12)to(14 14),-
27707,(12 12)to(14 14),-
27708,(12 12)to(14 14),-
27709,(12 12)to(14 14),5
27710,(12 12)to(14 14),5
27711,(12 12)to(14 14),-
27712,(12 12)to(14 14),-
27713,(12 12)to(14 14),-
27714,(12 12)to(14 14),-
27715,(12 12)to(14 14),-
27716,(12 12)to(14 14),-
27717,(12 12)to(14 14),-
27718,(12 12)to(14 14),-
27719,(12 12)to(14 14),-
27720,(12 12)to(14 14),-
27721,(12 12)to(14 14),-
27722,(12 12)to(14 14),-
27723,(12 12)to(14 14),-
27724,(12 12)to(14 14),-
27725,(12 12)to(14 14),-
27726,(12 12)to(14 14),-
27727,(12 12)to(14 14),5
27728,(12 12)to(14 14),-
27729,(12 12)to(14 14),-
27730,(12 12)to(14 14),-
27731,(12 12)to(14 14),-
27732,(12 12)to(14 14),-
27733,(12 12)to(14 14),-
27734,(12 12)to(14 14),5
27735,(12 12)to(14 14),-
27736,(12 12)to(14 14),-
27737,(12 12)to(14 14),-
27738,(12 12)to(14 14),-
27739,(12 12)to(14 14),-
27740,(12 12)to(14 14),-
